state_name,city_name,isolated,dt,iso7
Amazonas,Manaus,0.553162635612621,2020-05-17,0.477827394351014
São Paulo,São Paulo,0.558381743636344,2020-05-17,0.480803269272777
Amazonas,Manaus,0.48172544126821,2020-05-18,0.473129790789152
São Paulo,São Paulo,0.463633133217378,2020-05-18,0.482235090630672
Amazonas,Manaus,0.469771942958351,2020-05-19,0.468211274723048
São Paulo,São Paulo,0.448975360816522,2020-05-19,0.488087647690656
Amazonas,Manaus,0.454166243359051,2020-05-20,0.464374779058175
São Paulo,São Paulo,0.47369859055025,2020-05-20,0.487111602656024
Amazonas,Manaus,0.456482820762099,2020-05-21,0.462237555728775
São Paulo,São Paulo,0.479252949502019,2020-05-21,0.482220680130565
Amazonas,Manaus,0.443627480117453,2020-05-22,0.459882299117689
São Paulo,São Paulo,0.450910635308059,2020-05-22,0.476875040734858
Amazonas,Manaus,0.485855196379312,2020-05-23,0.456850095903132
São Paulo,São Paulo,0.490770471878864,2020-05-23,0.472946099085362
Amazonas,Manaus,0.520279410679588,2020-05-24,0.450744313231556
São Paulo,São Paulo,0.568404493141611,2020-05-24,0.467339475287452
Amazonas,Manaus,0.447295828805484,2020-05-25,0.449034731640227
São Paulo,São Paulo,0.504601032637269,2020-05-25,0.46074877353521
Amazonas,Manaus,0.442916473304236,2020-05-26,0.447873185081497
São Paulo,São Paulo,0.442143045574093,2020-05-26,0.451535985806192
Amazonas,Manaus,0.439205680053251,2020-05-27,0.444187567286747
São Paulo,São Paulo,0.439462132872042,2020-05-27,0.453265744903145
Amazonas,Manaus,0.439996024484498,2020-05-28,0.439145278587414
São Paulo,São Paulo,0.441833473732066,2020-05-28,0.452061888127436
Amazonas,Manaus,0.422402057615553,2020-05-29,0.433764654811754
São Paulo,São Paulo,0.423408043761587,2020-05-29,0.450561093002593
Amazonas,Manaus,0.443114717678285,2020-05-30,0.431931015413541
São Paulo,São Paulo,0.451524105293495,2020-05-30,0.451264780246348
Amazonas,Manaus,0.508312339540281,2020-05-31,0.427928022809995
São Paulo,São Paulo,0.522269580875915,2020-05-31,0.448781904769395
Amazonas,Manaus,0.439165002894373,2020-06-01,0.426121887849311
São Paulo,São Paulo,0.440111518534143,2020-06-01,0.445980107612482
Amazonas,Manaus,0.41711714874099,2020-06-02,0.421249209862054
São Paulo,São Paulo,0.454251359252771,2020-06-02,0.442597341698498
Amazonas,Manaus,0.40390965915792,2020-06-03,0.418675716197716
São Paulo,São Paulo,0.431035135442073,2020-06-03,0.436723340997348
Amazonas,Manaus,0.402331658054872,2020-06-04,0.420741004713818
São Paulo,São Paulo,0.431327907858166,2020-06-04,0.435386608883854
Amazonas,Manaus,0.409566581828066,2020-06-05,0.42757277605064
São Paulo,São Paulo,0.428333854467876,2020-06-05,0.432484950413151
Amazonas,Manaus,0.41509376945346,2020-06-06,0.426551990132317
São Paulo,São Paulo,0.434143976954824,2020-06-06,0.426981364295978
Amazonas,Manaus,0.495669394815499,2020-06-07,0.426706613153839
São Paulo,São Paulo,0.502657000777522,2020-06-07,0.424127053556047
Amazonas,Manaus,0.405056256983574,2020-06-08,0.42628971028834
São Paulo,São Paulo,0.416432157136253,2020-06-08,0.427996632961786
Amazonas,Manaus,0.39910269309062,2020-06-09,0.42673757627051
São Paulo,São Paulo,0.413133354344723,2020-06-09,0.428751050928258
Amazonas,Manaus,0.418366678770634,2020-06-10,0.428040919007309
São Paulo,São Paulo,0.421678010647618,2020-06-10,0.429643173771177
Amazonas,Manaus,0.45015405741263,2020-06-11,0.424271224066179
São Paulo,São Paulo,0.411016298563239,2020-06-11,0.425460265287604
Amazonas,Manaus,0.402421080399801,2020-06-12,0.417165218605564
São Paulo,São Paulo,0.389808751647664,2020-06-12,0.424435899560973
Amazonas,Manaus,0.416176130604115,2020-06-13,0.41165044042139
São Paulo,São Paulo,0.414163801775312,2020-06-13,0.421289647092513
Amazonas,Manaus,0.492751074757005,2020-06-14,0.410468825134292
São Paulo,São Paulo,0.529744056617694,2020-06-14,0.420062207345134
Amazonas,Manaus,0.408191318858762,2020-06-15,0.407927917290197
São Paulo,São Paulo,0.421713082901554,2020-06-15,0.414394812492032
Amazonas,Manaus,0.408226092248215,2020-06-16,0.409174762278165
São Paulo,São Paulo,0.419378214245156,2020-06-16,0.413034909357643
Amazonas,Manaus,0.391978814182728,2020-06-17,0.409103332203029
São Paulo,São Paulo,0.39239765126261,2020-06-17,0.411115632667106
Amazonas,Manaus,0.400412019188322,2020-06-18,0.411022624530418
São Paulo,São Paulo,0.403845738476824,2020-06-18,0.412798419240282
Amazonas,Manaus,0.363817633110584,2020-06-19,0.410981693796347
São Paulo,São Paulo,0.367784984368438,2020-06-19,0.412518665331509
Amazonas,Manaus,0.407904823594431,2020-06-20,0.41411921410215
São Paulo,São Paulo,0.405571723543662,2020-06-20,0.41744006134409
Amazonas,Manaus,0.474964719848341,2020-06-21,0.416038135310931
São Paulo,São Paulo,0.490072292645978,2020-06-21,0.4292867740651
Amazonas,Manaus,0.416919233774537,2020-06-22,0.417647048922874
São Paulo,São Paulo,0.412193760960833,2020-06-22,0.435238425023123
Amazonas,Manaus,0.407726081722258,2020-06-23,0.418893548131178
São Paulo,São Paulo,0.405943277411401,2020-06-23,0.43777009851985
Amazonas,Manaus,0.405413860474451,2020-06-24,0.418716143382991
São Paulo,São Paulo,0.404177157274841,2020-06-24,0.438896869379027
Amazonas,Manaus,0.40012550404983,2020-06-25,0.41843343958522
São Paulo,São Paulo,0.401887461115413,2020-06-25,0.440510417981706
Amazonas,Manaus,0.385780275251202,2020-06-26,0.419030160779268
São Paulo,São Paulo,0.402234756456498,2020-06-26,0.441816017300938
Amazonas,Manaus,0.4213372720559,2020-06-27,0.418933270791769
São Paulo,São Paulo,0.488498712590733,2020-06-27,0.441084775776233
Amazonas,Manaus,0.486227115131941,2020-06-28,0.416648366468403
São Paulo,São Paulo,0.531733849352144,2020-06-28,0.431410264741785
Amazonas,Manaus,0.425644728232666,2020-06-29,0.414053145471896
São Paulo,São Paulo,0.429915475437917,2020-06-29,0.426051064740363
Amazonas,Manaus,0.40648424848495,2020-06-30,0.412042559843812
São Paulo,São Paulo,0.413830673425643,2020-06-30,0.424966194284174
Amazonas,Manaus,0.403434933890049,2020-07-01,0.410636246128025
São Paulo,São Paulo,0.415471997493595,2020-07-01,0.423744976740948
Amazonas,Manaus,0.404302552408165,2020-07-02,0.409153866206978
São Paulo,São Paulo,0.411026656350037,2020-07-02,0.421676552037596
Amazonas,Manaus,0.385102045338711,2020-07-03,0.408315018503482
São Paulo,São Paulo,0.39711606578356,2020-07-03,0.421303739390527
Amazonas,Manaus,0.405342941792341,2020-07-04,0.410041332172117
São Paulo,São Paulo,0.420777135349596,2020-07-04,0.421112873071657
Amazonas,Manaus,0.468060568156389,2020-07-05,0.411422400153377
São Paulo,São Paulo,0.494219449342195,2020-07-05,0.42071862024549
Amazonas,Manaus,0.41157062883608,2020-07-06,0.41175316105513
São Paulo,São Paulo,0.422321382244591,2020-07-06,0.419692404544661
Amazonas,Manaus,0.396640052474441,2020-07-07,0.413035620427089
São Paulo,São Paulo,0.405282150623061,2020-07-07,0.419323346761929
Amazonas,Manaus,0.393058274442716,2020-07-08,0.416479802679443
São Paulo,São Paulo,0.400993024570132,2020-07-08,0.423112408309995
Amazonas,Manaus,0.398430618483699,2020-07-09,0.418522419876536
São Paulo,São Paulo,0.408416967820552,2020-07-09,0.425318284469028
Amazonas,Manaus,0.39718624101915,2020-07-10,0.419405284808128
São Paulo,São Paulo,0.39578000155147,2020-07-10,0.425648510559741
Amazonas,Manaus,0.415010417661165,2020-07-11,0.414932219231266
São Paulo,São Paulo,0.418017365566428,2020-07-11,0.421374506176813
Amazonas,Manaus,0.470375894468658,2020-07-12,0.412685294419974
São Paulo,São Paulo,0.487035939436392,2020-07-12,0.418327019723775
Amazonas,Manaus,0.420547844439792,2020-07-13,0.412505906512414
São Paulo,São Paulo,0.419737977765468,2020-07-13,0.417859953513622
Amazonas,Manaus,0.420749328240921,2020-07-14,0.411946154286807
São Paulo,São Paulo,0.431805581459519,2020-07-14,0.416471212322566
Amazonas,Manaus,0.407356594822368,2020-07-15,0.41071496927193
São Paulo,São Paulo,0.416434157683365,2020-07-15,0.412534883323516
Amazonas,Manaus,0.404610673004841,2020-07-16,0.409906478948214
São Paulo,São Paulo,0.410728550455547,2020-07-16,0.40924623343858
Amazonas,Manaus,0.365874781981115,2020-07-17,0.409956629518893
São Paulo,São Paulo,0.36586197087097,2020-07-17,0.40704523675243
Amazonas,Manaus,0.39928194398212,2020-07-18,0.414140998027485
São Paulo,São Paulo,0.396684960395167,2020-07-18,0.410289805445931
Amazonas,Manaus,0.469120179115738,2020-07-19,0.416737341351402
São Paulo,São Paulo,0.483766475965318,2020-07-19,0.412515713775512
Amazonas,Manaus,0.416629578860544,2020-07-20,0.417431750923134
São Paulo,São Paulo,0.410016789428076,2020-07-20,0.414863644835632
Amazonas,Manaus,0.412131033136788,2020-07-21,0.417177190901281
São Paulo,São Paulo,0.404251278466171,2020-07-21,0.414633761341571
Amazonas,Manaus,0.401697162556351,2020-07-22,0.416446366339907
São Paulo,São Paulo,0.393413608488808,2020-07-22,0.414315477075303
Amazonas,Manaus,0.404961726999596,2020-07-23,0.41645451860456
São Paulo,São Paulo,0.395321573652499,2020-07-23,0.416641452804972
Amazonas,Manaus,0.395165361541261,2020-07-24,0.415805225696697
São Paulo,São Paulo,0.388573951725481,2020-07-24,0.419385707064428
Amazonas,Manaus,0.417456347249535,2020-07-25,0.415198677525744
São Paulo,São Paulo,0.41226631870223,2020-07-25,0.420093162554463
Amazonas,Manaus,0.473981046117865,2020-07-26,0.413734288944471
São Paulo,São Paulo,0.50020199338616,2020-07-26,0.419991534690342
Amazonas,Manaus,0.414847658707571,2020-07-27,0.411769139756469
São Paulo,São Paulo,0.40840760496965,2020-07-27,0.417366935501896
Amazonas,Manaus,0.407015261207169,2020-07-28,0.41037855552798
São Paulo,São Paulo,0.402023288602291,2020-07-28,0.416489327554203
Amazonas,Manaus,0.401754228408921,2020-07-29,0.408746628297921
São Paulo,São Paulo,0.409695438596491,2020-07-29,0.414873808710725
Amazonas,Manaus,0.400416676644556,2020-07-30,0.404915319605713
São Paulo,São Paulo,0.414531353468691,2020-07-30,0.409836469827104
Amazonas,Manaus,0.390919524344592,2020-07-31,0.402837273065965
São Paulo,São Paulo,0.393526140155729,2020-07-31,0.405419124868067
Amazonas,Manaus,0.407205627180626,2020-08-01,0.399630228840782
São Paulo,São Paulo,0.411554923653382,2020-08-01,0.400493542325377
Amazonas,Manaus,0.460225001801849,2020-08-02,0.39781528554695
São Paulo,São Paulo,0.481829799067041,2020-08-02,0.397453524881635
Amazonas,Manaus,0.40511356910815,2020-08-03,0.393808362345218
São Paulo,São Paulo,0.402264349335795,2020-08-03,0.392763415035211
Amazonas,Manaus,0.395591770596751,2020-08-04,0.392219104420411
São Paulo,São Paulo,0.390714656697943,2020-08-04,0.391083906757835
Amazonas,Manaus,0.374935067563465,2020-08-05,0.391390771537537
São Paulo,São Paulo,0.374434066411144,2020-08-05,0.390600491905874
Amazonas,Manaus,0.385870350866324,2020-08-06,0.393500872718948
São Paulo,São Paulo,0.383609938755434,2020-08-06,0.391706474995291
Amazonas,Manaus,0.368470214768306,2020-08-07,0.395479302657646
São Paulo,São Paulo,0.359047062356896,2020-08-07,0.39395192057181
Amazonas,Manaus,0.394501024123805,2020-08-08,0.397741506613624
São Paulo,São Paulo,0.390274801547191,2020-08-08,0.39637857349537
Amazonas,Manaus,0.432176539389722,2020-08-09,0.399345952471995
São Paulo,São Paulo,0.448999030142072,2020-08-09,0.399515415096647
Amazonas,Manaus,0.393988763634504,2020-08-10,0.404245767310114
São Paulo,São Paulo,0.390507791394164,2020-08-10,0.409596447511157
Amazonas,Manaus,0.38979344041663,2020-08-11,0.404989084046683
São Paulo,São Paulo,0.387330752734219,2020-08-11,0.412566871712376
Amazonas,Manaus,0.389705775833345,2020-08-12,0.404547757565096
São Paulo,São Paulo,0.382175948037062,2020-08-12,0.415619900610407
Amazonas,Manaus,0.399719360437207,2020-08-13,0.403925082961658
São Paulo,São Paulo,0.399328057791066,2020-08-13,0.416692978852238
Amazonas,Manaus,0.384305642460157,2020-08-14,0.401532720183977
São Paulo,São Paulo,0.376033632821818,2020-08-14,0.417058141316867
Amazonas,Manaus,0.405732145132398,2020-08-15,0.400084209651051
São Paulo,São Paulo,0.412232692756128,2020-08-15,0.4239927035373
Amazonas,Manaus,0.466475243256559,2020-08-16,0.399602126610807
São Paulo,São Paulo,0.519566257043645,2020-08-16,0.427789512222075
Amazonas,Manaus,0.399191980790487,2020-08-17,0.400432619980054
São Paulo,São Paulo,0.411300760802692,2020-08-17,0.425161743558988
Amazonas,Manaus,0.38670415504552,2020-08-18,0.399937146059627
São Paulo,São Paulo,0.408701955020436,2020-08-18,0.423175870414738
Amazonas,Manaus,0.38534705360928,2020-08-19,0.400046334114892
São Paulo,São Paulo,0.389687495729883,2020-08-19,0.420876014480606
Amazonas,Manaus,0.38297282099344,2020-08-20,0.399967281305574
São Paulo,São Paulo,0.40188419504347,2020-08-20,0.420134220118978
Amazonas,Manaus,0.374166068729677,2020-08-21,0.400268914984977
São Paulo,São Paulo,0.42457556836485,2020-08-21,0.417432492525801
Amazonas,Manaus,0.402357563850688,2020-08-22,0.400655745805519
São Paulo,São Paulo,0.438810353549547,2020-08-22,0.409325764142622
Amazonas,Manaus,0.472288696841285,2020-08-23,0.400412737876591
São Paulo,São Paulo,0.501171876402034,2020-08-23,0.402107667275675
Amazonas,Manaus,0.395723663347498,2020-08-24,0.398491415412546
São Paulo,São Paulo,0.397399648792947,2020-08-24,0.396312361864445
Amazonas,Manaus,0.387468471432376,2020-08-25,0.397928651757311
São Paulo,São Paulo,0.392602963481507,2020-08-25,0.396007873709856
Amazonas,Manaus,0.384793683944054,2020-08-26,0.397019901344151
São Paulo,São Paulo,0.384494935198489,2020-08-26,0.39466207490006
Amazonas,Manaus,0.385084256749259,2020-08-27,
São Paulo,São Paulo,0.382972101891234,2020-08-27,
Amazonas,Manaus,0.376873884473472,2020-08-28,
São Paulo,São Paulo,0.367828469682592,2020-08-28,
Amazonas,Manaus,0.400656508348193,2020-08-29,
São Paulo,São Paulo,0.38828367548092,2020-08-29,
Amazonas,Manaus,0.458839439592971,2020-08-30,
São Paulo,São Paulo,0.460604738523426,2020-08-30,
Amazonas,Manaus,0.391784317760856,2020-08-31,
São Paulo,São Paulo,0.395268231710821,2020-08-31,
Amazonas,Manaus,0.381107218540252,2020-09-01,
São Paulo,São Paulo,0.383182371812934,2020-09-01,
